country,location_name,dedication,contract_type,satisfaction_with_income,looking_for_job,job_title,years_of_experience,seniority_in_company,time_in_position,work_modality,state,career,university,age,gender_identity,seniority,annual_base_pay
Argentina,Tucumán,Full-Time,Staff (permanent),3,"No, but I am open to offers.",QA / Tester,1.0,1.0,1.0,100% remoto,Completed,Analista de Sistemas,Universidad Siglo 21,31,Female,Junior,10080.0
Argentina,Chaco,Full-Time,Contract,2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,Hybrid (in-person and remote),,,,28,Male,Junior,8064.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Administrativa contable,2.0,2.0,1.0,100% presencial,Incomplete,Contador Público,Universidad Siglo 21,27,Female,Junior,4636.799999999999
Argentina,Santa Fe,Full-Time,Freelance,2,"No, but I am open to offers.",Game Developer,4.0,2.0,2.0,100% remoto,,,,30,Male,Semi-Senior,6048.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Networking,15.0,1.0,1.0,Hybrid (in-person and remote),,,,38,Male,Senior,8904.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,10.0,0.0,0.0,100% remoto,,,,36,Male,Senior,25200.0
Argentina,Santa Fe,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Developer,0.0,0.0,0.0,Hybrid (in-person and remote),In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,22,Male,Junior,3091.2000000000003
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,24.0,15.0,12.0,Hybrid (in-person and remote),,,,42,Male,Senior,13440.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Sales / Pre-Sales,15.0,8.0,8.0,Hybrid (in-person and remote),Completed,Lic  en comercio exterior,UK - Universidad Kennedy,46,Male,Senior,17136.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,1.5,1.5,1.0,Hybrid (in-person and remote),,,,25,Male,Junior,6126.4223999999995
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",eCommerce Analyst,2.0,2.0,2.0,Hybrid (in-person and remote),,,,26,Male,Junior,9434.880000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",BI Analyst / Data Analyst,2.0,1.0,1.0,Hybrid (in-person and remote),,,,27,Female,Junior,10214.400000000001
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",QA / Tester,4.0,0.0,4.0,Hybrid (in-person and remote),,,,29,Male,Semi-Senior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Consultant,20.0,0.0,0.0,Hybrid (in-person and remote),In progress,Licenciatura en Informática,,46,Male,Senior,30240.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,11.0,9.0,1.0,Hybrid (in-person and remote),,,,37,Male,Senior,10080.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,0.0,0.0,0.0,100% remoto,,,,29,Male,Junior,7392.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Technical copy editor & translator,3.0,1.0,1.0,100% remoto,Completed,Traductora científicoDELETEMEtécnica y literaria de inglés,,26,Female,Semi-Senior,6885.2448
Argentina,Mendoza,Full-Time,Staff (permanent),2,"No, but I am open to offers.",QA / Tester,0.0,0.0,0.0,100% remoto,,,,25,Female,Junior,4704.0
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",QA / Tester,12.0,1.0,1.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,33,Male,Senior,57120.0
Argentina,Córdoba,Part-Time,Contract,2,"No, but I am open to offers.",DBA,0.0,0.0,0.0,100% remoto,,,,23,Female,Junior,2889.6000000000004
Argentina,Mendoza,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,8.0,4.0,4.0,100% presencial,,,,36,Male,Senior,5040.0
Argentina,Córdoba,Full-Time,Contract,3,"No, but I am open to offers.",QA / Tester,5.0,1.5,1.5,100% remoto,,,,24,Male,Semi-Senior,8736.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",UX Designer,2.0,0.0,0.0,Hybrid (in-person and remote),,,,24,Male,Junior,7056.0
Argentina,Santa Fe,Full-Time,Contract,2,"No, but I am open to offers.",Consultant,2.0,2.0,2.0,100% remoto,,,,30,Female,Junior,3225.6000000000004
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,5.0,2.0,2.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Informática,UNGS - Universidad Nacional de General Sarmiento,26,Male,Semi-Senior,12286.511999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Pentester,3.0,2.0,2.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,26,Male,Semi-Senior,9730.56
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,8.0,2.0,2.0,100% remoto,Completed,Diseño Gráfico,UADE - Universidad Argentina De la Empresa,50,Hombre,Senior,16296.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Recruiter / HR,7.0,1.0,2.0,Hybrid (in-person and remote),,,,28,Mujer,Senior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Finance,8.0,0.0,0.0,Hybrid (in-person and remote),,,,36,Prefiero no decir,Senior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Recruiter / HR,13.0,0.0,0.0,100% remoto,,,,33,Female,Senior,12096.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,14.0,7.0,7.0,100% remoto,Completed,Ingeniería en Informática,,46,Male,Senior,11289.599999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Ciberseguridad,14.0,2.0,2.0,Hybrid (in-person and remote),,,,33,Male,Senior,15792.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Business Analyst,15.0,3.0,3.0,100% presencial,,,,45,Hombre,Senior,8232.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Recruiter / HR,5.0,6.0,5.0,Hybrid (in-person and remote),,,,31,Female,Semi-Senior,7728.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,8.0,1.0,1.0,100% remoto,,,,42,Male,Senior,13440.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"Yes, I am actively looking.",Designer,2.0,2.0,1.0,Hybrid (in-person and remote),,,,25,Male,Junior,5880.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,2.0,1.0,2.0,Hybrid (in-person and remote),In progress,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,23,Male,Junior,5040.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,8.0,4.0,4.0,100% remoto,Completed,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza,28,Male,Senior,18480.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Asistencia IT,1.0,1.0,1.0,100% presencial,,,,23,Male,Junior,5376.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,,,,25,Male,Junior,5275.200000000001
Argentina,Buenos Aires City,Part-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,,,,20,Female,Junior,6970.4544000000005
Argentina,Buenos Aires,Full-Time,Contract,4,"No, but I am open to offers.",Developer,8.0,0.0,3.0,100% remoto,,,,39,Male,Senior,50400.0
Argentina,Entre Ríos,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Data Engineer,6.0,0.0,0.0,100% remoto,In progress,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,30,Male,Senior,14280.0
Argentina,Buenos Aires,Full-Time,Contract,2,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,7.0,5.0,4.0,100% presencial,,,,37,Male,Senior,6720.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,5.0,4.0,0.0,100% presencial,,,,43,Prefiero no decir,Semi-Senior,5107.200000000001
Argentina,Tucumán,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Consultant,0.0,0.0,0.0,100% remoto,,,,37,Female,Junior,6384.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,1.0,1.0,100% remoto,,,,26,Male,Junior,11760.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Business Analyst,4.0,4.0,4.0,100% remoto,,,,28,Female,Semi-Senior,9912.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Developer,15.0,2.0,2.0,100% remoto,Completed,Analista de Sistemas,UK - Universidad Kennedy,38,Male,Senior,17068.800000000003
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Technical Leader,17.0,10.0,5.0,Hybrid (in-person and remote),Completed,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,41,Male,Senior,29904.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Architect,15.0,1.0,3.0,100% remoto,Completed,Ingeniería en Computación,,43,Male,Senior,30240.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Business Analyst,20.0,14.0,5.0,Hybrid (in-person and remote),,,,49,hombre,Senior,11760.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",QA / Tester,3.0,1.0,1.0,100% remoto,,,,34,Male,Semi-Senior,9389.52
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,16.0,16.0,10.0,Hybrid (in-person and remote),Completed,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,44,Male,Senior,16800.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",BI Analyst / Data Analyst,15.0,23.0,16.0,100% presencial,,,,43,Prefiero no decir,Senior,29568.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.5,1.0,1.0,100% remoto,,,,25,Male,Junior,5938.799999999999
Argentina,Santa Fe,Part-Time,Staff (permanent),2,"No, but I am open to offers.",Project Manager,1.0,2.0,1.0,Hybrid (in-person and remote),In progress,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,24,Male,Junior,4368.0
Argentina,Buenos Aires,Full-Time,Contract,3,"No, I am very satisfied.",BI Analyst / Data Analyst,3.0,0.0,0.0,Hybrid (in-person and remote),,,,25,Female,Semi-Senior,8534.400000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Logistica,8.0,22.0,8.0,100% presencial,Completed,Técnico en estadisticas,,41,Hombre.,Senior,18513.6
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",BI Analyst / Data Analyst,10.0,10.0,3.0,100% remoto,,,,32,Male,Senior,14313.599999999999
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,17.0,1.0,1.0,100% remoto,,,,37,Male,Senior,4636.799999999999
Argentina,Corrientes,Full-Time,Staff (permanent),2,"No, but I am open to offers.",BI Analyst / Data Analyst,0.0,0.0,0.0,100% presencial,Completed,Licenciatura en Administración de Empresas,UNNNE - Universidad Nacional del Nordeste,26,Male,Junior,5178.9696
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Recruiter / HR,3.0,11.0,1.0,100% remoto,,,,45,Female,Semi-Senior,5308.799999999999
Argentina,Buenos Aires,Full-Time,Remote (foreign company),2,"Yes, I am actively looking.",Customer service,0.0,0.0,0.0,100% remoto,,,,28,Male,Junior,8736.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,22.0,16.0,3.0,100% presencial,,,,44,Prefiero no decir,Senior,26880.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",QA / Tester,3.0,2.0,3.0,Hybrid (in-person and remote),,,,32,Male,Semi-Senior,5846.4
Argentina,La Rioja,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,19.0,15.0,10.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,37,Male,Senior,8400.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,5.0,2.0,2.0,Hybrid (in-person and remote),,,,36,Male,Semi-Senior,10080.0
Argentina,Santiago del Estero,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,7.0,2.0,1.0,100% remoto,,,,32,Male,Senior,13776.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Technical Leader,10.0,1.0,1.0,100% presencial,,,,27,Male,Senior,14112.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",QA / Tester,1.0,1.0,1.0,100% remoto,,,,36,Varón Trans,Junior,3360.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",UX Designer,2.0,0.0,0.0,Hybrid (in-person and remote),,,,27,Female,Junior,8064.0
Argentina,Santa Fe,Full-Time,Participación societaria en una cooperativa,3,"No, but I am open to offers.",Technical Leader,7.0,2.0,0.0,100% remoto,,,,32,Male,Senior,16800.0
Argentina,Santa Fe,Part-Time,Staff (permanent),3,"No, but I am open to offers.",UX Designer,1.0,0.0,0.0,100% remoto,,,,30,Female,Junior,3024.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Sales / Pre-Sales,10.0,10.0,10.0,Hybrid (in-person and remote),,,,47,Varón Hetero,Senior,17472.0
Argentina,Córdoba,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,5.0,8.0,1.0,Hybrid (in-person and remote),,,,31,Male,Semi-Senior,11760.0
Argentina,Buenos Aires,Full-Time,Remote (foreign company),3,"No, I am very satisfied.",UX Designer,0.0,0.0,0.0,100% remoto,Completed,Diseño Gráfico,UNLP - Universidad Nacional de La Plata,31,Female,Junior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Business Analyst,0.0,0.0,0.0,100% remoto,,,,26,Female,Junior,14999.04
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,,,,41,Male,Junior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Networking,2.0,0.0,0.0,Hybrid (in-person and remote),Completed,Ingeniería en Telecomunicaciones,,30,Male,Junior,6896.400000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,Completed,,,20,Male,Junior,5040.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Project Manager,5.0,1.0,3.0,Hybrid (in-person and remote),,,,26,Male,Semi-Senior,10637.088
Argentina,Mendoza,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,3.0,3.0,1.0,Hybrid (in-person and remote),,,,28,Male,Semi-Senior,8064.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,25.0,25.0,25.0,Hybrid (in-person and remote),Completed,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,50,Male,Senior,18480.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Architect,2.0,0.0,0.0,100% remoto,Completed,Analista de Sistemas,ORT,25,Male,Junior,22512.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Storage / Backup,10.0,10.0,8.0,Hybrid (in-person and remote),,,,42,Male,Senior,8736.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,2.0,2.0,2.0,100% remoto,,,,35,Female,Junior,7896.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",HelpDesk,4.0,4.0,3.0,Hybrid (in-person and remote),,,,29,Male,Semi-Senior,14448.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",QA / Tester,2.0,2.0,2.0,100% remoto,,,,29,Male,Junior,9072.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Business Analyst,4.0,7.0,0.0,100% remoto,,,,28,Male,Semi-Senior,13944.0
Argentina,Santa Fe,Full-Time,Staff (permanent),2,"No, but I am open to offers.",QA / Tester,9.0,1.0,1.0,100% remoto,Completed,Analista de Sistemas,UNR - Universidad Nacional de Rosario,38,Female,Senior,9828.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Product Manager,1.0,0.0,0.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Administración de Empresas,UADE - Universidad Argentina De la Empresa,28,Male,Junior,10416.0
Argentina,Santa Fe,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,2.0,2.0,2.0,100% remoto,Completed,Analista de Sistemas,,26,Male,Junior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,10.0,4.0,4.0,Hybrid (in-person and remote),,,,34,Masculino,Senior,9391.704
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Business Analyst,10.0,4.0,1.0,Hybrid (in-person and remote),Completed,Licenciatura en Administración de Empresas,UCES - Universidad de Ciencias Empresariales y Sociales,37,Male,Senior,8568.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.5,1.0,1.5,100% remoto,Completed,Analista de Sistemas,ORT,30 años,Male,Junior,4636.799999999999
Argentina,Misiones,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,13.0,5.0,5.0,Hybrid (in-person and remote),,,,39,Male,Senior,9744.0
Argentina,Santa Fe,Part-Time,Freelance,2,"No, but I am open to offers.",Designer,5.0,1.0,1.0,Hybrid (in-person and remote),,,,23,Female,Semi-Senior,4670.4
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Data Scientist,1.0,1.0,1.0,100% remoto,Completed,Ingeniería biomedica,UNC - Universidad Nacional de Córdoba,25,Female,Junior,5208.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,22.0,6.0,6.0,100% presencial,,,,45,Male,Senior,31147.199999999997
Argentina,Santa Fe,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,,,,36,Bigénero,Junior,9744.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,4.0,2.0,4.0,100% remoto,,,,34,Female,Semi-Senior,10662.052800000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",QA / Tester,2.0,1.0,2.0,Hybrid (in-person and remote),,,,26,Male,Junior,6720.0
Argentina,Buenos Aires,Full-Time,Freelance,3,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,,,,33,Male,Junior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,In progress,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,30,Female,Junior,3024.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Data Engineer,2.0,1.0,0.0,100% remoto,,,,24,Male,Junior,13440.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,24,Male,Junior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,In progress,Licenciatura en Informática,Universidad Siglo 21,22,Female,Junior,11424.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Functional Analyst desarrollador,20.0,14.0,10.0,Hybrid (in-person and remote),,,,46,Sexo masculino,Senior,9408.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Product Manager,15.0,0.0,0.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Comunicación,UBA - Universidad de Buenos Aires,44,Female,Senior,19152.0
Argentina,Entre Ríos,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Technical Leader,4.0,4.0,2.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,27,Male,Semi-Senior,20496.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Consultant,2.0,2.0,2.0,100% remoto,Completed,Licenciado en Estadística,UNR - Universidad Nacional de Rosario,42,Male,Junior,14548.800000000001
Argentina,Buenos Aires,Full-Time,Contract,2,"Yes, I am actively looking.",QA / Tester,1.0,1.0,1.0,100% remoto,,,,35,Female,Junior,6888.0
Argentina,Córdoba,Full-Time,Contract,2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,,,,26,Female,Junior,4536.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,15.0,11.0,3.0,Hybrid (in-person and remote),,,,40,Male,Senior,13272.0
Argentina,Buenos Aires,Full-Time,Freelance,2,"No, but I am open to offers.",Developer,10.0,10.0,10.0,Hybrid (in-person and remote),,,,28,Male,Senior,13440.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Developer,6.0,6.0,6.0,100% remoto,,,,27,Male,Senior,51744.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Data Scientist,5.0,5.0,2.0,100% remoto,Completed,Licenciatura en Administración de Empresas,UBA - Universidad de Buenos Aires,38,Male,Semi-Senior,20832.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,3.0,1.0,3.0,Hybrid (in-person and remote),Completed,Tecnicatura en Programación,,21,Male,Semi-Senior,17572.800000000003
Argentina,Neuquén,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,0.0,0.0,0.0,100% presencial,,,,29,Male,Junior,4300.799999999999
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,6.0,2.0,1.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,25,Female,Senior,16800.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,6.0,3.0,3.0,Hybrid (in-person and remote),Completed,Analista de Sistemas,,30,No entiendo las respuestas soy hombre,Senior,13440.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",BI Analyst / Data Analyst,1.0,0.0,0.0,Hybrid (in-person and remote),In progress,ING industrial y maestría en ciencias de datos,,24,Male,Junior,7728.0
Argentina,Córdoba,Full-Time,Remote (foreign company),2,"Yes, I am actively looking.",Business Analyst,20.0,0.0,0.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,47,Female,Senior,6854.400000000001
Argentina,Buenos Aires,Full-Time,Contract,2,"No, but I am open to offers.",BI Analyst / Data Analyst,0.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,24,Male,Junior,4368.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",Developer,6.0,1.0,1.0,100% remoto,,,,39,Male,Senior,5678.4
Argentina,Buenos Aires City,Full-Time,Contract,4,"No, but I am open to offers.",Business Analyst,4.0,0.0,0.0,100% remoto,,,,25,Male,Semi-Senior,12096.0
Argentina,Buenos Aires City,Full-Time,Contract,1,"Yes, I am actively looking.",BI Analyst / Data Analyst,8.0,0.0,0.0,Hybrid (in-person and remote),In progress,Ingeniería en Informática,,40,Male,Senior,7224.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Data Engineer,7.0,0.0,0.0,100% remoto,,,,29,Hombre,Senior,13440.0
Argentina,Neuquén,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,12.0,5.0,5.0,100% presencial,,,,40,Male,Senior,13104.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Manager / Director,30.0,15.0,7.0,100% presencial,,,,45,Male,Senior,15456.0
Argentina,Buenos Aires City,Full-Time,Freelance,2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,5.0,3.0,2.0,100% remoto,,,,33,Male,Semi-Senior,18480.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,20.0,1.0,1.0,100% presencial,,,,45,Male,Senior,11760.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,6.0,3.0,3.0,100% remoto,,,,33,Male,Senior,16968.0
Argentina,Buenos Aires,Full-Time,Contract,2,"No, but I am open to offers.",Developer,4.0,1.5,1.5,100% remoto,In progress,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,25,Female,Semi-Senior,5846.4
Argentina,Buenos Aires,Part-Time,Contract,1,"Yes, I am actively looking.",Developer,1.0,1.0,1.0,100% remoto,,,,28,Varon,Junior,2822.3999999999996
Argentina,Buenos Aires,Full-Time,Contract,2,"No, but I am open to offers.",HelpDesk,2.0,1.0,1.0,Hybrid (in-person and remote),Incomplete,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,27,Male,Junior,4872.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,17.0,17.0,10.0,100% remoto,,,,39,Male,Senior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Business Analyst,4.0,2.0,3.0,100% remoto,,,,25,Male,Semi-Senior,18480.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Sr Infosec,3.0,3.0,0.0,100% remoto,,,,33,Male,Semi-Senior,8971.2
Argentina,Córdoba,Part-Time,Participación societaria en una cooperativa,1,"No, but I am open to offers.",Business Analyst,0.0,0.0,0.0,100% presencial,In progress,Ingeniería Industrial,,24,Male,Junior,2352.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Data Scientist,6.0,3.0,1.0,100% remoto,Completed,Licenciatura en Economía Empresarial y maestría en management y ciencia de datos en UNIVERSIDAD TORCUATO DI TELLA,,27,Female,Senior,16800.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Instructional designer (empresa it),4.0,1.0,0.0,100% remoto,In progress,Relaciones internacionales,,26,Female,Semi-Senior,5712.0
